has_title,has_submit,has_link,has_email_input,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_div,has_footer,number_of_forms,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,number_of_sources,number_of_span,number_of_table,RequestURL,AnchorURL,Favicon,LinksInScriptTags,ServerFormHandler,InfoEmail,has_mouse_tracking,has_keyboard_monitoring,has_popups,number_of_hidden_element,page_redirect,form_redirect_behavior,external_form_action,password_type_count,password_name_id_count,hidden_password_count,form_with_password,clipboard_monitoring,form_data_collection,cookie_manipulation,UsingIp,longUrl,shortUrl,symbol,redirecting,prefixSuffix,SubDomains,Hppts,DomainRegLen,NonStdPort,HTTPSDomainURL,AbnormalURL,WebsiteForwarding,StatusBarCust,DisableRightClick,UsingPopupWindow,IframeRedirection,AgeofDomain,DNSRecording,WebsiteTraffic,PageRank,GoogleIndex,LinksPointingToPage,StatsReport,URL,label
1,0,1,0,0,0,0,0,0,1,0,0,17,0,0,0,222,0,1,5,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,http://bantuantunai2024-gov-q1.biz.id/app2/,1
1,0,1,0,0,0,0,0,0,1,0,0,17,0,0,0,222,0,1,5,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,http://semak-bantuantunai2024-pov.my.id/app2/,1
1,0,1,0,3,1,1,0,0,1,0,25,4,0,0,1,205,0,1,982,0,1,0,0,1,10,0,5,474,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://atttt.ulcraft.com/,1
1,0,1,1,3,1,1,0,0,0,0,3,20,0,0,0,166,0,0,5,0,1,0,1,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://paraisodosorriso.com.br/oiloil/plainsite.html?e=x,1
1,0,1,0,1,2,0,0,0,2,4,3,36,0,1,0,443,1,2,9,0,1,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://usa-ppphantom-wiillet.webflow.io,1
1,0,1,0,0,0,0,0,0,0,0,19,56,0,0,0,363,0,0,160,0,0,0,0,0,14,0,0,42,0,0,0,0,0,1,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://docs.google.com/presentation/d/e/2PACX-1vTSrdEhj4Mn3deQE2Lhgeq7a4kvKJggqJpKjPZivAM7FNClxss94U0S-dybdT-TX7ltHOevCGfgo1Z9/pub?start=false&amp;loop=false&amp;delayms=3000,1
1,0,1,0,1,2,0,0,0,2,4,3,36,0,1,0,443,1,2,9,0,1,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://pfhanttomwallet.webflow.io,1
1,0,1,0,7,2,2,0,4,14,6,5,48,1,1,0,986,2,14,30,1,1,0,0,1,6,1,0,1,0,0,0,0,0,0,0,0,0,0,31,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,https://www.return-statement-information.com/,1
1,0,1,0,3,1,1,0,0,1,0,25,4,0,0,0,214,0,1,238,0,1,0,0,1,10,0,7,94,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://attnewserver.ulcraft.com/,1
1,0,1,0,1,2,0,0,0,2,4,3,36,0,1,0,443,1,2,9,0,1,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://phaanotomawallet.webflow.io,1
1,0,1,0,1,2,0,0,0,2,4,3,36,0,1,0,443,1,2,9,0,1,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://phantolmwallet.webflow.io,1
1,0,1,0,1,2,0,0,0,2,4,3,36,0,1,0,443,1,2,9,0,1,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://phantomwalletit.webflow.io,1
1,0,1,0,1,2,0,0,0,2,4,3,36,0,1,0,443,1,2,9,0,1,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://fantomwalletapp.webflow.io,1
1,0,1,0,0,0,0,0,0,0,1,0,20,1,0,0,117,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://phantomuwalleet.webflow.io,1
1,0,1,0,0,0,0,0,0,0,1,0,20,1,0,0,117,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://at-t-8978f7.webflow.io/,1
0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://www.snowsmanegamentak.com/,1
1,0,0,0,0,0,0,0,0,1,0,0,20,1,0,1,44,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://attserveerdess.weeblysite.com/,1
1,0,1,0,0,0,0,0,0,0,2,3,14,0,0,0,80,0,0,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://gray465067.studio.site/,1
1,0,1,0,0,0,0,0,0,0,1,0,20,1,0,0,117,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://phantomewaallyte.webflow.io,1
1,0,0,0,0,0,4,0,3,3,1,0,21,0,0,0,1447,0,3,11,1,0,0,0,0,5,0,0,4,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://geltrck.onelink.me/kb5L/3j2v309m?&amp;keyword=aerodrome&amp;device=c=https://aerodrome.finance/brand%3Fgad_source%3D1&amp;gclid=EAIaIQobChMIgcPx6J-UigMVP6SDBx0ovQOyEAAYASAAEgKxuPD_BwE,1
1,0,1,0,0,1,1,0,0,1,0,18,36,0,0,0,621,0,1,7,0,0,0,1,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://new-settings-s-school.teachable.com/p/terms,1
1,0,1,0,0,0,0,0,0,0,0,19,34,0,0,0,341,0,0,160,0,0,0,0,0,13,0,0,42,0,0,0,0,0,1,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://docs.google.com/presentation/d/e/2PACX-1vR39-lR27l9G7BFI8C_RZ-20y9woIXBvkbmpxGs-mXnjFh4UO4Uk5TfA8PREAyz6fuHEg4cKre02pKk/pub?start=false&amp;loop=false&amp;delayms=3000,1
1,0,1,0,0,0,0,0,0,0,0,19,34,0,0,0,341,0,0,160,0,0,0,0,0,13,0,0,42,0,0,0,0,0,1,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://docs.google.com/presentation/d/e/2PACX-1vR8n7jlmahRTzmIWMcYoaplEnmzHPJuoO3d9wGUsXNt92GfZwU0h_zWUbf1gnpQLLNxjl5ArntQuZzH/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1
1,0,1,0,0,0,0,0,0,0,1,0,20,1,0,0,117,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://phantomwalletexsation.webflow.io,1
1,0,1,0,0,0,1,0,0,3,2,0,2,0,0,0,59,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://docs.google.com/presentation/d/e/2PACX-1vROHWAnLiRn15fVrku7Krg78ELpzSGWzCF2KSalo-X5NhCJRSB0iN16tNgdSOmmqaP4DpGQ_eEZARMQ/pub?start=false&amp;loop=false&amp;delayms=3000,1
1,0,0,0,0,0,0,0,8,0,0,0,13,1,0,1,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://did.li/mdb6q,1
1,0,1,0,0,0,0,0,0,0,1,0,20,1,0,0,117,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://apps-phantom-walet.webflow.io,1
1,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,130,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,http://dvizz.com/s/nVW8j,1
1,0,1,0,0,0,0,0,0,3,2,0,8,0,0,0,425,0,3,1,0,0,0,0,0,3,1,0,2,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://bafkreiagkeez3szlqnejq36tafzs336p5ewwu2toymiyyhix67gp5mfm44.ipfs.dweb.link/#x@x.com,1
1,0,1,0,0,0,1,0,0,2,5,0,5,0,0,0,146,0,2,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://docs.google.com/drawings/d/1H3G1Yu9QLzyRwVC5Ip8NSCO5zdnnTH9dZZahprkNcjE/preview,1
1,0,1,0,0,0,0,0,0,3,2,0,8,0,0,0,425,0,3,1,0,0,0,0,0,3,1,0,2,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://ipfs.io/ipfs/bafybeicoknhqorvakyjxzjjvoa5wmvymac3ffsksm2tpupjxq7o4ioeyvm/html#x@x.com,1
0,0,1,0,2,19,31,8,79,111,28,31,0,1,1,1,5893,12,113,216,1,2,0,1,1,29,1,0,52,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://corporate-revenue-service.com/,1
1,0,1,0,0,0,0,0,0,3,2,0,8,0,0,0,425,0,3,1,0,0,0,0,0,3,1,0,2,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://ipfs.io/ipfs/bafybeihygdgxfeoyb4i6s3fzluatbv4gnsrr23quyx5cybak2vcobn6hdy/poop#x@x.com,1
1,0,1,0,9,5,21,52,59,62,21,20,24,1,1,1,3181,2,62,200,1,4,0,0,0,22,0,0,16,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://gagamesdev.com/,1
1,0,1,0,0,0,0,0,0,3,2,0,8,0,0,0,425,0,3,1,0,0,0,0,0,3,1,0,2,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://ipfs.io/ipfs/bafkreieqzd7iwyiampj43pdp3g7huieejc6njctllxjgoxcb4kvgc5pmlu?cPweb.html#x@x.com,1
1,0,1,0,0,0,0,0,0,0,1,0,20,1,0,0,117,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://metmascklogin.webflow.io,1
1,0,1,0,45,6,110,0,3,108,2,97,9,1,0,1,6540,4,118,452,1,8,0,1,1,18,1,0,262,0,0,0,0,0,0,0,0,0,0,425,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://parksidedestockage.com/,1
1,0,1,0,0,0,11,0,0,40,4,21,32,0,1,0,2104,0,40,157,0,0,0,0,0,5,0,0,9,0,0,0,0,0,1,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://offre.parksidedestockage.com/wt/,1
1,0,1,0,0,0,0,0,0,0,1,0,20,1,0,0,117,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://mikemsklogin.webflow.io,1
1,0,1,0,0,0,0,0,0,0,1,0,20,1,0,0,117,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://mtasgkkilloiegn.webflow.io,1
1,0,0,0,0,0,0,0,0,0,3,0,40,0,1,1,254,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,https://s-link.kemnaker.go.id/UlNfbvkz?userid=gUaJ6775,1
1,0,1,0,1,2,0,0,0,2,4,3,36,0,1,0,443,1,2,9,0,1,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://phntomwalllet.webflow.io,1
1,0,0,0,0,0,0,0,0,0,3,0,40,0,1,1,254,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,https://mobile.mail.yahoo.com/apps/affiliateRouter?brandUrl=https://xfinity.com/learn/cima/login?referer=https://s-link.kemnaker.go.id/rWFcQoXH&appName=YMailNorrin&partner=1&locale=1&pageId=commerce_intent&clickRef=message_header&region=us&annotation=&buckets=&segment=&interactedItem&slot=&uuid=mailNA?userid=UyyWvziY,1
1,0,1,0,0,0,0,0,0,0,1,0,20,1,0,0,117,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://mettaamaskwallet.webflow.io,1
1,0,1,0,1,2,0,0,0,2,4,3,36,0,1,0,443,1,2,9,0,1,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://phantom--walletextnsion.webflow.io,1
1,0,1,0,1,2,0,0,0,2,4,3,36,0,1,0,443,1,2,9,0,1,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://phantomiwalet.webflow.io,1
1,0,1,0,0,0,0,0,0,0,1,0,20,1,0,0,117,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://phantom-walletexttnsionauth.webflow.io,1
1,0,1,0,1,2,0,0,0,2,4,3,36,0,1,0,443,1,2,9,0,1,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://phfantoowmwallet.webflow.io,1
1,0,1,0,0,0,0,0,0,0,1,0,20,1,0,0,117,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://phntom-wallet.webflow.io,1
1,0,1,0,0,0,0,0,0,0,1,0,20,1,0,0,117,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://phantom-walletextnsiin.webflow.io,1
1,0,1,0,0,0,0,0,0,0,1,0,20,1,0,0,117,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://phantomtwwallets.webflow.io,1
1,0,1,0,0,0,0,0,0,0,0,19,20,0,0,0,327,0,0,160,0,0,0,0,0,14,0,0,42,0,0,0,0,0,1,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://docs.google.com/presentation/d/e/2PACX-1vSq3yOtRoNaYgIRnIqLLAMlqSSFbx2_K30eodhm1yK1O-kkIyY22A2fzX6qthF3ANwR5lhkKz0MyEVO/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1
1,0,0,0,0,3,2,0,1,0,3,2,6,1,0,0,200,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://0al.cc/,1
1,0,0,0,0,3,2,0,1,0,3,2,6,1,0,0,200,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://0bc.cc/,1
1,0,0,0,0,3,2,0,1,0,3,2,6,1,0,0,200,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://0bj.cc/,1
1,0,0,0,0,3,2,0,1,0,3,2,6,1,0,0,200,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://0ep.cc/,1
1,0,0,0,0,3,2,0,1,0,3,2,6,1,0,0,200,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://0ew.cc/,1
1,0,0,0,0,3,2,0,1,0,3,2,6,1,0,0,200,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://0ez.cc/,1
1,0,1,0,0,0,6,0,0,17,20,43,18,1,0,0,422,0,17,31,1,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,https://flow.page/olkmwsd,1
1,0,0,0,0,3,2,0,1,0,3,2,6,1,0,0,200,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://0g1.cc/,1
1,0,0,0,0,3,2,0,1,0,3,2,6,1,0,0,200,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://0bu.cc/,1
1,0,0,0,0,3,2,0,1,0,3,2,6,1,0,0,200,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://0g7.cc/,1
1,0,0,0,0,3,2,0,1,0,3,2,6,1,0,0,200,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://0hf.cc/,1
1,0,0,0,0,3,2,0,1,0,3,2,6,1,0,0,200,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://0jk.cc/,1
1,0,0,0,0,3,2,0,1,0,3,2,6,1,0,0,200,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://0k1.cc/,1
1,0,0,0,0,3,2,0,1,0,3,2,6,1,0,0,200,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://0va.cc/,1
1,0,0,0,0,3,2,0,1,0,3,2,6,1,0,0,200,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://0vz.cc/,1
1,0,0,0,0,3,2,0,1,0,3,2,6,1,0,0,200,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://0yf.cc/,1
1,0,0,0,0,3,2,0,1,0,3,2,6,1,0,0,200,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://1j0.cc/,1
1,0,0,0,0,3,2,0,1,0,3,2,6,1,0,0,200,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://2o0.cc/,1
1,0,0,0,0,3,2,0,1,0,3,2,6,1,0,0,200,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://1ur.cc/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,https://4-72homes.top/,1
1,0,0,0,0,3,2,0,1,0,3,2,6,1,0,0,200,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://3ow.cc/,1
1,0,0,0,0,3,2,0,1,0,3,2,6,1,0,0,200,0,5,34,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,https://4g0.cc/,1
